#《孟子音義》中古音及中州音
# 孟子音義 in Middle Chinese and Classical Mandarin.
# author: hhliow (github.com/hhliow)
# license: cc by-nc-sa 4.0
# Middle Chinese is in Baxter transcription. Mandarin pronunciation follows the system of 洪武正韻譯訓.
# Compiled by hhliow.
# Work in progress.

孟子音義 宋 孫奭 撰
volume_index	chapter_index	is_new_entry	char	mc	mandarin
12	3		風		
12	3	YES	可		
12	3		磯	kj+j	ki
12	3	YES	墐	ginH	gǐn
12	4	YES	宋		
12	4		牼	kheang	kʰəŋ
12	4	YES	説	sywejH	ʂǔi
12	4		而		
12	4	YES	將		
12	4		為	hjweH	ǔi
12	4	YES	樂	lak	lɒ̏k
12	4		罷		
12	5	YES	閒	hean	ɦiȁn
12	5		矣		
12	5	YES	相	sjangH	siɑ̌ŋ
12	5		與		
12	5	YES	隙	khjaek	kʰik
12	5	YES	身		
12	5		造	tshawH	tsʰǎw
12	6	YES	髠	khwon	kʰun
12	6	YES	不		
12	6		惡	’uH	ʔǔ
12	6	YES	汚	’uH	ʔǔ
12	6	YES	其		
12	6		趨	tshjuH	tsʰy̌
12	6	YES	繆	mjuwk	mȕk
12	6		公		
12	6	YES	華	hwaeH	ɦwǎ
12	6		周		
12	6	YES	不		
12	6		税		
12	6	YES	以		
12	6		為	hjwe	ȕi
12	6		為	hjweH	ǔi
12	6		肉		
12	6	YES	膊	phak	pʰɒk
12	6		炙	tsyek	tʃik
12	7	YES	五		
12	7		霸		
12	7	YES	地		
12	7		辟	bjiek	bȉk
12	7	YES	掊	buw	pʱȍw
12	7		克		
12	7	YES	歃	sreap	ʂap
12	7	YES	糴	dek	dȉk
12	7	YES	于		
12	7		好	xawH	hǎw
12	7	YES	長	trjangX/drjang	tʃiɑ̂ŋ/tʃʱiɑ̏ŋ
12	7		君		
12	8	YES	滑	kwot	kut
12	8		釐	li	lȉ
12	9	YES	鄉	xjangH	hiɑ̌ŋ
12	9		道		
12	9	YES	變		
12	9		更	kaeng	kəŋ
12	10	YES	貉	maek	mə̏k
12	10	YES	饔	’jowng	ʔyuŋ
12	10		飧	swon	sun
12	11	YES	洚	kaewng/haewng/huwngH	kiɑ̌ŋ/ɦiɑ̏ŋ /ɦǔŋ
12	11		水		
12	12	YES	惡	’u	ʔu
12	12		乎		
12	12		執		
12	12	YES	舎	syaeX	ʃiɛ̂
12	12		信		
12	13	YES	有		
12	13		知	trjeH	tʃǐ
12	13	YES	訑	?thwa/daX/ye	?tʰwɔ/dǎ'/jȉ
12	13		訑	?thwa/daX/?	?tʰwɔ/dǎ'/jȉ
12	13	YES	見	henH	ɦiɛ̌n
12	13		顔		
12	13	YES	雨	hjuH	jy̌
12	13		雪		
12	13	YES	瀌	?bjew/pjew	?pʱiɛ̏w/piɛw
12	13		瀌	?bjew/pjew	?pʱiɛ̏w/piɛw
12	13	YES	見	kenH/henH	kiɛ̌n/ɦiɛ̌n
12	13		晛	nenH	niɛ̌n
12	14	YES	周	tsyuw	tʃiow
12	14		之		
12	15	YES	傅		
12	15		説	ywet	jyuɛ̏t
12	15	YES	膠		
12	15		鬲	keak	kək
12	15	YES	拂	bjut	fʱȕt
12	15		亂		
12	15	YES	忍	nyinX/nyinH	ʒîn/ʒǐn
12	15		性		
12	15	YES	鬻	yuwk	jyȕk
12	15	YES	曽	?tsong/?	?tsəŋ/?
12	15		益		
12	15	YES	瘁	dzwijH	dzǔi
12	15	YES	屈	kjut	kyt
12	15	YES	拂	bit	bȉt
12	15	YES	知	trjeH/trje	tʃǐ/tʃi
12	15		生		
12	16	YES	或		
12	16		折	tsyet	tʃiɛt
13	0	YES	共	gjowngH/kjowngX	gyǔŋ/kyûŋ
13	0		之		
13	1	YES	好	xawH	hǎw
13	1		生		
13	1	YES	行	haengH	ɦǐŋ
13	1		與		
13	1	YES	殀		
13	2	YES	命		
13	2		有		
13	2		三		
13	2		名		
13	2	YES	壓	’aep	ʔiap
13	2	YES	逺	hjwonH	jyuɛ̌n
13	2		之		
13	3	YES	舍	syaeX	ʃiɛ̂
13	3		則		
13	4	YES	樂	lak	lɒ̏k
13	4		莫		
13	6	YES	以		
13	6		錯	tshuH	tsʰǔ
13	7	YES	亟	khiH	kʰǐ
13	7		見		
13	7	YES	數	sraewk	ʂwɒk
13	7		也		
13	7	YES	下		
13	7		賤	dzjenH	dziɛ̌n
13	8	YES	宋		
13	8		句	kuw	kow
13	8	YES	語	ngjoH	ŋy̌
13	8		子		
13	8	YES	囂	ngaw/xjew	ŋȁw/hiɛw
13	8		囂	ngaw/xjew	ŋȁw/hiɛw
13	8	YES	不		
13	8		離	ljeH	lǐ
13	8	YES	見	henH	ɦiɛ̌n
13	8		於		
13	9	YES	才		
13	9		知	trjeH	tʃǐ
13	9	YES	邪		
13	9		辟	phjiek	pʰik
13	10	YES	欿	khomX	kʰâm
13	10		然		
13	11	YES	亟	kik	kik
13	11		其		
13	11	YES	大		
13	11		辟	bjiek	bȉk
13	12	YES	驩	xwan	hwɔn
13	12		虞	ngju	ŋy̏
13	12	YES	皥	hawX	ɦǎw'
13	12		皥	hawX	ɦǎw'
13	12	YES	所		
13	12		過		
13	12		者		
13	12		化		
13	12		所		
13	12		存		
13	12		者		
13	12		神		
13	14	YES	襁	kjangX	kiɑ̂ŋ
13	14		褓	pawX	pâw
13	14	YES	少	syewH	ʃiɛ̌w
13	14		知		
13	14	YES	長	trjangX	tʃiɑ̂ŋ
13	14		知		
13	15	YES	辟	phjieH	pʰǐ
13	15		若		
13	17	YES	疢	trhinH	tʃʰǐn
13	17	YES	孼	ngjet	ŋiɛ̏t
13	19	YES	王	hjwangH	wɑ̌ŋ
13	19		天		
13	19	YES	不		
13	19		與	yoH	jy̌
13	19	YES	怍	dzak	dzɒ̏k
13	19	YES	重	drjowngH	dʒyǔŋ
13	19		言		
13	20	YES	分	bjunH	fʱǔn
13	20		定		
13	20	YES	睟	swijH	sǔi
13	20		然		
13	20		見	henH	ɦiɛ̌n
13	20	YES	盎	’angX/’angH	ʔɑ̂ŋ/ʔɑ̌ŋ
13	20	YES	蟠	ban	pʱwɔ̏n
13	20		辟	bjiek	bȉk
13	21	YES	辟	bjieH	bǐ
13	21		紂		
13	21	YES	衣	’j+jH	ʔǐ
13	21		帛		
13	22	YES	易	yeH	jǐ
13	22		其		
13	22	YES	輕		
13	22		施	syeH	ʃɨ̌
13	22	YES	焉	’jen	ʔiɛn
13	22		有		
13	23	YES	小		
13	23		郄	khjaek	kʰik
13	24	YES	孳	tsi	tsɨ
13	24	YES	蹠	tsyek	tʃik
13	24	YES	别	pjet	piɛt
13	24		之		
13	25	YES	為	hjweH	ǔi
13	25		我		
13	25	YES	放	pjangX	fɑ̂ŋ
13	25		踵	tsyowngX	tʃyûŋ
13	25	YES	摩		
13	25		突	dwot	?
13	25	YES	子		
13	25		莫		
13	25		執		
13	25		中		
13	25	YES	所		
13	25		惡	’uH	ʔǔ
13	26	YES	强	gjangX	giɑ̌ŋ'
13	26		甘		
13	27	YES	其		
13	27		介		
13	28	YES	掘	gjut/gjwot	gy̏t/gyuɛ̏t
13	28	YES	軔	nyinH	ʒǐn
13	28	YES	論		
13	28		之		
13	28		一		
13	28		簣	gwijH	gǔi
13	29	YES	惡	’u	ʔu
13	29		知		
13	30	YES	放		
13	30		與	yo	jy̏
13	30	YES	宿	sjuwH	siǒw
13	30		留	ljuwH	liǒw
13	31	YES	素		
13	31		餐	tshan	tsʰan
13	32	YES	墊	temH	tiɛ̌m
13	34	YES	陶	yew	jiɛ̏w
13	34	YES	敝		
13	34		蹝	srjeX	?
13	34	YES	訢	xj+n	hin
13	35	YES	喟	khwijH	kʰǔi
13	36	YES	乘	zyingH	ʃʱǐŋ
13	36		服		
13	36	YES	呼	xuH	hǔ
13	36		於		
13	36	YES	垤	det	diɛ̏t
13	36	YES	瞀	muwH/maewk	mǒw/mɒ̏k
13	37	YES	食	ziH	?
13	37		而		
13	37	YES	畜	xjuwk	hyuk
13	37		之		
13	38	YES	蕣	sywinH	ʃyǔn
13	38	YES	柚	yuwH	jiǒw
13	38		𣘘	tsrin	ʈʂən
13	39	YES	紾	?tsyinX/drjenX	?tʃîn/?
13	40	YES	漸	tsjem/dzjemX	tsiɛm/dziɛ̌m'
13	40		漬		
13	40	YES	達		
13	40		財		
13	40	YES	淑		
13	40		艾	ngjojH/ngajH	(ŋ)jǐ/ŋǎi
13	41	YES	幾	kj+j	ki
13	41		及		
13	41	YES	彀	kuwH	kə̌w
13	41		率		
13	41	YES	躍		
13	41		如		
13	41		也		
13	41	YES	和	hwaH	ɦwɔ̌
13	41		寡		
13	43	YES	滕		
13	43		更	kaeng	kəŋ
13	43	YES	挾	hep	ɦiɛ̏p
13	46	YES	知	trjeH	tʃǐ
13	46		者		
13	46	YES	不		
13	46		徧	penH	piɛ̌n
13	46	YES	歠	tsyhwet	tʃʰyuɛt
14	1	YES	王		
14	1		好	xawH	hǎw
14	1	YES	卒	tswot	tsut
14	1		少		
14	1	YES	長	trjangX	tʃiɑ̂ŋ
14	1		子		
14	2	YES	相		
14	2		覺	kaewH	kiǎw
14	4	YES	為		
14	4		陳	drinH	dʒǐn
14	4	YES	百		
14	4		兩	ljangH	liɑ̌ŋ
14	4	YES	虎		
14	4		賁	pwon	pun
14	4	YES	焉	’jen	ʔiɛn
14	4		用		
14	4	YES	贅	tsywejH	ʈʂǔi
14	4		衣		
14	4	YES	趣	tshuwX	tsʰə̂w
14	4		馬		
14	4	YES	頟	ngaek	ŋə̏k
14	4		角		
14	4		屖	sej	si
14	4		厥		
14	4		地		
14	6	YES	糗	khjuwX	kʰiôw
14	6	YES	茹	nyoX	ʒŷ
14	6	YES	袗	tsyinX	tʃîn
14	6		衣		
14	6	YES	糒	bijH	bǐ
14	6	YES	袗		
14	6		畫	hweaH	ɦwǎ
14	7	YES	一		
14	7		間	keanH/kean	kiǎn/kian
14	7	YES	逺	hjwonH	jyuɛ̌n
14	7		禍		
14	7	YES	惡	’uH	ʔǔ
14	7		殺		
14	10	YES	舎	syaeX	ʃiɛ̂
14	10		生		
14	11	YES	見	henH	ɦiɛ̌n
14	11		於		
14	11	YES	魭	ngjwon	(ŋ)jyuɛ̏n
14	11		羮		
14	13	YES	庳	bjijH	bǐ
14	14	YES	皆		
14	14		樂	lak	lɒ̏k
14	14	YES	之		
14	14		行	haengH	ɦǐŋ
14	14	YES	更	kaeng	kəŋ
14	14	YES	盛	dzyeng	tʃʱȉŋ
14	14	YES	腯	dwot	?
14	15	YES	勲	xjun	hyun
14	15		炙		
14	17	YES	接		
14	17		淅	sek	sik
14	18	YES	戹		
14	18		於		
14	19	YES	貉	maek/hak	mə̏k/ɦɒ̏k
14	19		稽		
14	19	YES	訕	sraenH	ʂǎn
14	19	YES	殄	denX	diɛ̌n'
14	21	YES	蹊		
14	21		間	kean	kian
14	21	YES	為	hjwe	ȕi
14	21		間	kean	kian
14	21	YES	鄉		
14	21		道		
14	22	YES	追	twoj	tui
14	22		蠡	lejX	lî
14	22	YES	鈕	nrjuwX	niôw
14	22	YES	兩	ljangX	liɑ̂ŋ
14	22		馬		
14	22	YES	力		
14	22		與	yo	jy̏
14	23	YES	搏	pak	pɒk
14	23	YES	嵎	ngju	ŋy̏
14	23	YES	攖	’jieng	ʔiŋ
14	23	YES	依		
14	23		陬	tsju/tsuw	tsy/tsəw
14	24	YES	解	keaH	kiǎi
14	24		倦		
14	24	YES	從	tsjowngH/dzjowng	tsyǔŋ/tsʱyȕŋ
14	24		欲		
14	24	YES	知	trjeH	tʃǐ
14	24		之		
14	24	YES	王	hjwangH	wɑ̌ŋ
14	24		於		
14	24	YES	亹	mj+jX	vî
14	24		亹	mj+jX	vî
14	25	YES	不		
14	25		意	’ik/’iH	ʔik/ʔǐ
14	25	YES	為	hjweH	ǔi
14	25		之		
14	26	YES	苙	lip	lȉp
14	26	YES	蘭	lan	lȁn
14	26	YES	罥	?kwenX	kyuɛ̂n
14	27	YES	横	hwaengH	ɦwə̌ŋ
14	27		興		
14	27	YES	紩	drit	dʒȉt
14	27	YES	鎧	khojH/khojX	kʰǎi/kʰâi
14	27	YES	斯	sje	sɨ
14	27		養		
14	27	YES	有		
14	27		殍	bjewX/phju	biɛ̌w'/fu
14	30	YES	從	dzjowngH	dzyǔŋ
14	30		者		
14	30	YES	廋	srjuw	ʂow
14	30	YES	屝	bj+jH	fʱǐ
14	30	YES	造	tshawH	tsʰǎw
14	31	YES	餂	themX/nem	tʰiɛ̂m/niɛ̏m
14	31		之		
14	31	YES	臧		
14	31		否	pijX	pî
14	31	YES	不		
14	31		與	yoH	jy̌
14	33	YES	中	trjuwngH/trjuwng	tʃyǔŋ/tʃyuŋ
14	33		禮		
14	34	YES	說	sywejH	ʂǔi
14	34		大		
14	34	YES	藐	maewk/mjiewX	?mɒ̏k/miɛ̂w
14	34		之		
14	34	YES	魏	ngjw+j	ŋȕi
14	34		魏	ngjw+j	ŋȕi
14	34	YES	榱	?tsrhwje	?
14	34		題		
14	34	YES	屋		
14	34		霤	ljuwH	liǒw
14	34	YES	汰	thajH	tʰǎi
14	34	YES	般	ban	pʱwɔ̏n
14	34		樂		
14	34	YES	自		
14	34		遺	ywijH	ǔi
14	35	YES	單	dzyenX	ʃʱiɛ̌n'
14	35		豹		
14	35	YES	黶	’eamX	ʔiâm
14	36	YES	晳	sek	sik
14	36	YES	不		
14	36		復	bjuwH	fʱǒw
14	36	YES	炙	tsyaeH	tʃiɛ̌
14	37	YES	狂		
14	37		獧	kjwienH/kwenH	kyuɛ̌n
14	37	YES	踸	trhimX	tʃʰîm
14	37		踔	trhaewH/trhaewk	ʈʂʰǎw/ʈʂʰwɒk
14	37	YES	譎	kwet	kyuɛt
14	37	YES	詭	kjweX	kûi
14	37	YES	嘐	xaew	hiaw
14	37		嘐	xaew	hiaw
14	37	YES	重	drjowngH	dʒyǔŋ
14	37		言		
14	37	YES	言		
14	37		不		
14	37		顧		
14	37		行	haengH	ɦǐŋ
14	37		行	haengH	ɦǐŋ
14	37		不		
14	37		顧		
14	37		言		
14	37		古		
14	37		之		
14	37		人		
14	37		行	haengH	ɦǐŋ
14	37	YES	何		
14	37		為	hjweH/hjwe	ǔi/ȕi
14	37		踽	kjuX	kŷ
14	37		踽	kjuX	kŷ
14	37	YES	閹	'jemX	ʔiɛ̂m
14	37		然		
14	37	YES	不		
14	37		解	heaX	ɦiǎi'
14	37	YES	汙	’u/’uH	ʔu/ʔǔ
14	37		世		
14	37	YES	莠	yuwX	jiôw
14	37	YES	慝	thok	tʰək
14	37	YES	子		
14	37		率	srwit	ʂut
14	38	YES	虺	xjw+jX	hûi
14	38	YES	散	sanX	sân
14	38		宜		
14	38	YES	尚		
14	38		父		
14	38	YES	為		
14	38		將	tsjangH	tsiɑ̌ŋ
14	38	YES	然		
14	38		而		
14	38		無		
14	38		有		
14	38		乎		
14	38		爾		
14	38		則		
14	38		亦		
14	38		無		
14	38		有		
14	38		乎		
14	38		爾		
14	38	YES	柝	thak	tʰɒk
14	38	YES	剖	phuwX	pʰôw
14	38	YES	　		
14	38		　		
14	38		孟		
14	38		子		
14	38		篇		
14	38		叙		
14	38	YES	　		
14	38		　		
14	38		其		
14	38		行	haengH	ɦǐŋ
14	38	YES	當		
14	38		期	ki	ki
14	38	YES	括	kwat	kwɔt
